6.260381818181393054e-03 1.305264209090908567e+00 -8.092760000000046028e-03
8.270914772728399367e-03 1.304332789772729484e+00 -7.723670340908789234e-03
1.084734602272846571e-02 1.303512346022729140e+00 -6.823569090908809809e-03
1.317875227272846672e-02 1.302712214772729249e+00 -6.070635965908802167e-03
1.602329602272845044e-02 1.301588702272729048e+00 -5.313894715908804023e-03
1.812207727272846514e-02 1.300684139772729342e+00 -4.826874090908817028e-03
2.038507727272842462e-02 1.299660614772729206e+00 -4.340669715908809789e-03
2.288164602272846349e-02 1.298491577272729014e+00 -3.846902840908786314e-03
2.563081477272843856e-02 1.297161202272729241e+00 -3.347739715908806812e-03
2.858372102272843662e-02 1.295670296022729318e+00 -2.855638465908805212e-03
3.169675852272851868e-02 1.294020452272729216e+00 -2.391725340908798514e-03
3.489253352272847497e-02 1.292263783522729303e+00 -1.966563465908774400e-03
3.818634602272841239e-02 1.290400196022729151e+00 -1.569153465908773581e-03
4.162903352272850910e-02 1.288393808522729111e+00 -1.190781590908795984e-03
4.528562102272848389e-02 1.286187152272729284e+00 -8.411340909087877682e-04
4.717180227272854687e-02 1.285018852272729273e+00 -6.832715909087933026e-04
4.906142727272849724e-02 1.283830458522729145e+00 -5.374278409087940300e-04
5.094495227272860527e-02 1.282628283522729173e+00 -4.038278409087686649e-04
5.283675227272854880e-02 1.281403283522729142e+00 -2.791903409087720389e-04
5.474465227272856671e-02 1.280149864772729185e+00 -1.632278409087889459e-04
5.666146477272859805e-02 1.278871927272729137e+00 -5.777159090877836967e-05
5.859514602272858363e-02 1.277562333522729077e+00 3.665340909123071533e-05
6.057152727272857584e-02 1.276201858522729271e+00 1.190471590912234312e-04
6.258511477272860057e-02 1.274793439772729187e+00 1.879346590912128745e-04
6.460179602272858590e-02 1.273362071022729136e+00 2.431784090912159080e-04
6.660645227272860014e-02 1.271920539772729342e+00 2.878159090912157936e-04
6.860845227272871494e-02 1.270463121022729069e+00 3.244409090912142579e-04
7.062235227272856131e-02 1.268981227272729218e+00 3.563909090912309452e-04
7.263705852272861474e-02 1.267484014772729317e+00 3.831596590912200728e-04
7.465190852272862720e-02 1.265970433522729088e+00 4.029221590912124285e-04
7.668615852272858691e-02 1.264425002272729248e+00 4.148034090912106064e-04
7.873768352272864091e-02 1.262849752272729109e+00 4.183034090912002290e-04
8.078010227272863775e-02 1.261266846022729204e+00 4.169096590912330091e-04
8.280222102272866147e-02 1.259685589772729042e+00 4.132409090912281258e-04
8.482313977272865069e-02 1.258095377272729021e+00 4.150534090912316731e-04
8.685600227272860518e-02 1.256486796022729058e+00 4.230784090912126372e-04
8.890861477272860025e-02 1.254853564772729024e+00 4.355596590912280686e-04
9.099154602272874204e-02 1.253184271022729002e+00 4.470971590912059535e-04
9.310767102272865525e-02 1.251472246022728996e+00 4.521159090912357792e-04
9.524018977272868947e-02 1.249728689772728885e+00 4.457221590912219256e-04
9.736805852272872874e-02 1.247970183522729037e+00 4.277971590912199584e-04
9.948856477272877141e-02 1.246199783522728977e+00 4.026159090912140304e-04
1.016058397727287455e-01 1.244417402272729234e+00 3.759534090912175497e-04
1.037271772727287322e-01 1.242623302272729102e+00 3.590284090912165826e-04
1.058628522727286803e-01 1.240809539772729009e+00 3.549034090912228656e-04
1.080160147727287634e-01 1.238975339772729001e+00 3.665034090912372422e-04
1.101831460227287174e-01 1.237122183522729069e+00 3.897534090912119220e-04
1.123553835227287245e-01 1.235253096022729036e+00 4.189534090912189201e-04
1.145292147727287602e-01 1.233365496022729157e+00 4.439346590912190971e-04
1.167069647727287940e-01 1.231454039772728937e+00 4.585846590912240339e-04
1.189038897727287547e-01 1.229502321022728939e+00 4.586096590912108750e-04
1.211236147727287049e-01 1.227508071022728853e+00 4.460596590912246917e-04
1.233511460227287304e-01 1.225486889772728905e+00 4.258159090912150280e-04
1.255855210227287411e-01 1.223443889772728888e+00 4.061409090912182496e-04
1.278247835227288021e-01 1.221385352272728930e+00 3.966471590912262757e-04
1.300619585227287822e-01 1.219318427272728877e+00 4.004221590912099282e-04
1.323124647727287884e-01 1.217228296022728973e+00 4.171346590912256014e-04
1.345942272727287947e-01 1.215094696022728904e+00 4.404596590912024379e-04
1.368922210227288550e-01 1.212927727272728795e+00 4.627846590912337854e-04
1.392027460227288072e-01 1.210726977272728933e+00 4.766346590912295955e-04
1.415360085227287956e-01 1.208479446022729054e+00 4.786346590912315957e-04
1.438744835227287466e-01 1.206199452272729067e+00 4.671846590912215325e-04
1.462249460227288966e-01 1.203882221022728904e+00 4.472846590912044062e-04
1.486126710227288483e-01 1.201505577272728997e+00 4.258784090912237641e-04
1.510201272727287880e-01 1.199089977272729035e+00 4.095534090912261727e-04
1.534419397727289636e-01 1.196643689772729058e+00 4.034346590912202268e-04
1.558896460227288672e-01 1.194154071022728969e+00 4.074721590912183666e-04
1.583384460227288959e-01 1.191645414772728895e+00 4.216846590912176618e-04
1.607941835227288396e-01 1.189108633522728997e+00 4.432034090912223556e-04
1.632607835227288251e-01 1.186538489772728910e+00 4.676596590912074358e-04
1.657205147727289218e-01 1.183955189772728733e+00 4.932659090912117072e-04
1.681848022727288616e-01 1.181345133522728963e+00 5.175284090912085633e-04
1.706588710227288641e-01 1.178702952272728810e+00 5.411534090912079042e-04
1.731269522727288401e-01 1.176044158522728811e+00 5.656846590912228967e-04
1.755972835227289086e-01 1.173359752272728596e+00 5.939846590912317703e-04
1.780590647727288700e-01 1.170663439772728909e+00 6.280409090912153491e-04
1.805015147727289659e-01 1.167970302272728800e+00 6.712784090912304880e-04
1.829389210227289619e-01 1.165264396022728910e+00 7.214034090912146979e-04
1.853512960227289841e-01 1.162567858522728814e+00 7.779159090912091123e-04
1.877371647727290038e-01 1.159879871022728715e+00 8.389471590912189747e-04
1.900983335227290350e-01 1.157196577272728844e+00 9.018534090912133649e-04
1.924205710227289701e-01 1.154536008522728974e+00 9.665534090912281107e-04
1.947183210227290684e-01 1.151880127272728815e+00 1.033147159091224454e-03
1.969991960227289174e-01 1.149220364772728820e+00 1.101828409091204497e-03
1.992461460227289982e-01 1.146577171022728825e+00 1.173265909091225634e-03
2.014730272727289218e-01 1.143936696022728849e+00 1.248265909091231252e-03
2.036757835227291369e-01 1.141306777272728779e+00 1.327440909091218146e-03
2.058422022727289247e-01 1.138705508522728671e+00 1.413940909091235265e-03
2.079877710227290843e-01 1.136116427272728657e+00 1.509059659091205319e-03
2.100999022727290666e-01 1.133556652272728726e+00 1.615365909091212582e-03
2.121698460227290917e-01 1.131040483522728790e+00 1.734490909091224164e-03
2.142198335227290529e-01 1.128539739772728812e+00 1.865403409091220821e-03
2.162506272727290901e-01 1.126054183522728680e+00 2.005772159091201434e-03
2.182549710227290052e-01 1.123593214772728777e+00 2.153628409091210005e-03
2.202427960227290593e-01 1.121143996022728739e+00 2.309403409091220771e-03
2.222062772727291802e-01 1.118713133522728720e+00 2.471684659091227809e-03
2.241394210227291572e-01 1.116308427272728609e+00 2.642615909091206028e-03
2.260570522727290421e-01 1.113910702272728592e+00 2.822590909091232669e-03
2.279661710227290361e-01 1.111512558522728567e+00 3.013509659091209714e-03
2.298578710227290878e-01 1.109129133522728683e+00 3.213578409091227828e-03
2.317321397727291621e-01 1.106761083522728617e+00 3.421747159091229062e-03
2.335860960227291172e-01 1.104413746022728571e+00 3.639984659091224928e-03
2.354140585227290638e-01 1.102096527272728554e+00 3.870072159091214603e-03
2.372240710227290772e-01 1.099801146022728604e+00 4.114372159091231329e-03
2.390296022727290137e-01 1.097506946022728691e+00 4.372022159091229487e-03
2.408317397727291476e-01 1.095210602272728595e+00 4.643472159091235896e-03
2.424691585227291557e-01 1.093121427272728541e+00 4.895553409091230046e-03
2.443308460227291978e-01 1.090741933522728413e+00 5.202359659091215782e-03
2.463509210227292079e-01 1.088156858522728587e+00 5.553684659091243092e-03
